geoid,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,NA
29189,14,32,38,53,63,76,93,111,119,126,141,157,177,189,204,212,231,255,265,283,294,314,328,347,364,380,402,417,446,466,486,525,552,575,602,617,643,665,689,711,745,777,802,831,862,896,918,945,985,1008,1033,1054,1087,1113,1153,1177,1207,1244,1271,1293,1326,1357,1385,1402,1414,1444,1474,1503,1520,1529,1543,1558,1599,1642,1693,1738,1799,1849,1880,1920,1971,2008,2026,2050,2099,2147,2208,2238,2282,2329,2363,2418,2451,2495,2533,2551,2551
29510,19,32,47,60,71,87,99,113,124,138,153,171,191,201,220,243,265,294,304,323,340,349,361,381,391,416,440,467,491,520,548,592,621,652,681,716,738,757,787,819,847,871,904,936,969,1008,1034,1054,1080,1112,1139,1168,1208,1233,1275,1299,1326,1379,1421,1450,1487,1520,1555,1580,1606,1631,1657,1678,1704,1712,1721,1744,1793,1835,1894,1940,1980,2029,2073,2105,2154,2185,2209,2238,2281,2315,2369,2425,2464,2527,2573,2641,2685,2735,2782,2816,2816
29186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
29207,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,7,7,8,8,8,8,8,8,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,13,13,13,15,17,20,20,21,24,26,28,30,34,37,37,39,40,40,40,41,44,44,44
29209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,8,8,9,9,9,9,10,11,13,14,14,15,17,17,19,21,21,22,23,27,27,27,28,29,32,33,34,36,37,37,37,37,38,38,38
29211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
29213,1,1,2,3,3,4,4,4,5,5,5,6,6,6,8,10,10,11,11,12,14,14,14,14,15,15,16,16,19,19,19,19,19,20,20,20,20,21,22,22,23,26,26,26,26,28,28,28,28,31,31,31,31,33,33,34,34,36,38,40,40,40,40,41,41,43,43,45,47,48,48,50,53,57,61,66,72,76,76,78,84,88,95,104,112,114,125,128,132,134,138,141,144,148,148,152,152
29215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,5,5,7,7,7,7,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,14,14,15,15,17,17,17,18,20,20,20,20,20,20,21,22,23,24,24,25,25,25,25,25,25
29217,0,0,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,9,11,11,11,11,11,11,11,11,12,12,12,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,17,17,17,18,19,19,19,19
29219,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,9,9,9,12,12,13,13,14,14,14,14,14,14,14,14,14,16,17,17,17,17,17,17,18,18,18,18,18,19,20,20,20,20,20,20,21,22,23,25,26,28,29,29,30,32,32,33,34,35,35,35,35,38,39,39,43,43,45,45,46,46
29221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,11,11,11,11,11,11,11,12,13,13,13,13,13,13,13,13,13,14,14,14,15,15
29223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,7,8,8,8,8,9,11,12,12,12,15,15,16,16,16,16,16,16
29225,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,6,6,6,6,6,6,7,7,7,8,8,8,9,9,10,11,11,12,12,12,12,12,12,12,13,13,13,14,16,16,16,16,16,17,17,17,17,17,17,17,17,18,19,19,19,20,21,21,24,26,28,29,29,30,30,32,33,34,36,37,39,39,39,39,40,41,41,41
29229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,4,5,5,6,6,6,7,7,7,7,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,11,11,12,12,13,13,13,13,13,13,13,14,17,18,18,18,18,18,18,18,18,19,21,21,21,22,23,23,23,23,23,23
29103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
